Synthetic_participant_ID,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
1.0,3.3112129578368887,0.010327961345232029,0.2403362789354657,19.99751575148525,2.39366554384973,4.900894960876333,3.9501307530134264,0.27332834605631373
2.0,2.6496367227649915,0.43927240096919173,0.17486098387756807,17.57260053165441,3.629747951154607,6.390528592947753,3.704134390989646,0.537603731955937
3.0,2.5153662743887644,0.107068856959804,0.2772332883490782,11.739244144593584,7.9092743261502285,6.6394608143280065,4.259773224021491,0.31413325358731015
4.0,3.61309080348134,0.3448582653879839,0.8488118976554292,12.347646260499303,15.801910422917999,5.14775428373226,2.655723471966544,0.39655633925958317
5.0,0.517458828909422,0.34543972067438133,0.19347883271250987,0.6573051176383315,5.49773659650519,1.8057605266685695,4.377651575190614,0.24874193745884302
6.0,0.735582396327533,0.6336276259827008,0.8273033019182461,5.029169044638682,0.42602262922763146,9.605044727550997,3.4111032023697527,0.3863976176383136
7.0,1.8894937688609592,0.5393302864908871,0.33648171485880796,17.48975593242354,14.523451766152549,9.543407046242113,1.7553276142410583,0.7623044532330687
8.0,1.9164022969029761,0.5780903747836242,0.6629824842793987,16.186759380113603,7.925187345653876,4.479459785147712,4.0863851305637535,0.630534321854573
9.0,3.7633968374985756,0.881638084276057,0.16102200272926195,4.558388236255104,14.319728945580936,7.473827346542434,3.0158977711626274,0.7263798585329069
10.0,1.007961848442954,0.3055386548671132,0.44518216329621807,6.300541779371351,10.908781786836087,6.8247807929794435,1.1018345057684742,0.4912024723810284
11.0,3.9719254305499136,0.29174517286311147,0.03182572754218256,16.347034585680266,10.066135671993246,0.527838561185705,4.451525136121206,0.4427086279882147
12.0,3.7170927285615876,0.3618703564205054,0.06914905629721277,4.906022882399855,7.005210114144056,7.507282923552251,0.9237407617464183,0.45858419223552466
13.0,3.492981679263875,0.48038498223550485,0.09283924777415099,0.4904497410926445,14.116196023220972,9.791274909582171,3.925826314761534,0.6588357181072506
14.0,2.7017900627120794,0.7159524392687987,0.036016007105379326,5.293632634337079,13.907950719431048,8.669883296077439,3.373034359084121,0.305765676790059
15.0,3.7452338397827725,0.8130408300997676,0.07801088952609575,3.86000075148506,5.503860612210534,7.384118706046068,4.296866641504285,0.5469934324709308
16.0,0.7985822826066489,0.37358089885922624,0.12407328023769643,18.347923737168486,15.290618808209471,5.102138338060776,2.2678752158541897,0.258705247007342
17.0,1.2747014252013091,0.10856951582165682,0.7041042570260341,10.897674133523891,4.5455476283031775,2.242028392559363,1.3019909875789275,0.38532365138975366
18.0,1.5508205271256394,0.2677940391395135,0.6116003050798353,0.7014723861015781,6.562206298627363,7.452918728580155,4.714039925376424,0.6816395300945308
19.0,0.9633048382862159,0.20962392154544854,0.1713031152454702,17.649950697172187,4.757113744824397,7.581806234131275,1.3052486570234327,0.21984910604450938
20.0,2.9337908002750637,0.6535816288156808,0.08006319986494813,6.534025158592032,18.96730580378045,1.6294899858218448,0.4333623632645506,0.5567623328669756
21.0,3.723959461383888,0.12040047696878227,0.461711064294016,13.679984282339152,3.4365951921365423,0.11259893492189477,4.438415652398624,0.22113876239201571
22.0,1.0298331352306982,0.5865156285666017,0.257204640020186,0.19415193149633136,11.509036689299649,3.0779227833471055,0.7575703092606156,0.7827699870395481
23.0,0.6598890715958099,0.6545118970289494,0.8016517723441617,17.174302314538906,3.685141343168936,2.368085336942393,0.09181318251286208,0.7588432803589127
