Synthetic_participant_ID,Synthetic_lr1,Synthetic_lr2,Synthetic_lam,Synthetic_w,Synthetic_p,Synthetic_a_bs,Synthetic_ndt,Synthetic_z_prime,Synthetic_v_stage_0,Synthetic_v_stage_1
1.0,0.8390592059360921,0.12827361025796857,0.21421011812169,0.6201408888251957,0.6877575755263883,3.220736382122428,0.6988188347196298,0.10963622621969044,7.877312212629629,3.006541458386811
2.0,0.6720975425623731,0.7834403084065615,0.25660329672057225,0.07627185018791416,-0.6852701251449991,1.7555499627639473,0.18113572794921318,0.01364567676835915,1.9016492571855559,0.3533386384842352
3.0,0.18509867389200796,0.16847926743472386,0.29463734250792883,0.7361385249574882,0.6921526505541922,3.3021456528816304,0.09406935046101383,0.3862562116731683,1.5600477539365853,6.646542913472383
4.0,0.8661736043836432,0.975746783785178,0.8638624898257571,0.41860286580925965,0.537885462814925,2.9111350116292756,0.21068626958665426,0.3292578085087528,5.640527689081814,5.857232174543637
5.0,0.10720051230142735,0.018825816370371173,0.4626762735212495,0.8224806885131611,0.001557146775217122,3.2116325147866176,0.2384433889782992,0.44097281635262997,2.934367231299959,7.40995957394107
6.0,0.3383137975309618,0.8618369001067628,0.9445812782345298,0.7145372031284228,0.405186950910829,3.2263233021893307,0.8951446258207663,0.39422409476736026,3.257252224132502,1.6324979377766813
7.0,0.9085141791057272,0.16847153697479822,0.8942515829899456,0.8997570554068243,0.06312851235036288,3.412742414340029,0.3731554426607232,0.07566624477142964,2.6251550387659073,3.3392096319429
8.0,0.9075525871002025,0.8738445628180123,0.5925774562546977,0.7392678193794885,-0.4313349942866491,2.787634897567599,0.1455196350994109,0.2919161292466756,0.8559290049542123,3.2299342972633527
9.0,0.2244037278762333,0.9181240587664548,0.20239821015100934,0.2134105554727067,-0.528510686108862,0.5830326784773874,0.5312266356096302,0.41158706699166964,7.880415944829341,0.5368466705179153
10.0,0.5050601508343505,0.7781447231865495,0.9509194301468776,0.9437291085244538,0.5138162038369296,1.322220117188798,0.4216413897997877,0.03173705849414177,2.4130909478821505,4.364401380372225
11.0,0.8297024290757306,0.028027066102922715,0.9964964980620714,0.9360086032751196,0.5936213296802089,2.9353176739137665,0.483946657466626,0.2858000341030446,9.999154753641617,4.855098333541541
12.0,0.564295521631704,0.7054304554119645,0.6790033885405585,0.23832421871562715,0.42052982858617916,1.2294217112462495,0.7117083577578776,0.22448147091828652,8.41868261221692,4.958937555568075
13.0,0.3606580394655421,0.4286755639217318,0.38456420571448446,0.7805871774467432,-0.2387152706473532,1.6090220079371151,0.27903837763948136,0.2954381293630252,4.67714879212076,6.716994623801691
14.0,0.5818361170975611,0.9337200075679128,0.8337241950534001,0.8696717618145474,0.8026626226040989,3.921649307795298,0.044068445592998495,0.313599866485898,3.282172267085101,9.620933570760709
15.0,0.6358858223721631,0.8955130695905942,0.2674680669434816,0.18467620251051842,0.46277740366885056,3.6429950226935772,0.14349967863123647,0.3443380256525905,5.76097882415422,4.0420322157985735
16.0,0.10986016593545467,0.2226010677671949,0.36025256860262167,0.1789682142942557,-0.6805852063645039,0.33183399260586294,0.12523045156354073,0.005127575673444962,5.113887616743881,0.9327206378282282
17.0,0.7226718549871125,0.676073144708507,0.2222125364141413,0.6667294991488152,0.9745470973604691,3.965378116303629,0.27969147761413315,0.08624871823427605,5.213531592568389,4.865846948294488
18.0,0.7902116082662982,0.18711417245548723,0.8030783518419766,0.02371375903842876,-0.31448980014463745,1.6152614715319127,0.37219148116338696,0.016217890996923723,0.7043410917806692,5.9036245811022345
19.0,0.12838194433965666,0.8726250102023773,0.03755224885485431,0.07887664940172634,0.3766323044208504,1.247822590254954,0.10340898361092454,0.2586255211652835,3.2949007800631014,2.492022504113783
20.0,0.37818668471993755,0.6733980673369775,0.4847431959998524,0.15997963890888633,-0.8909401821915919,3.9103632993572357,0.12244919115794117,0.42635623844905235,1.6028208452212478,3.1340633547456385
21.0,0.9552153505494447,0.6069314949158707,0.4467976548455058,0.8541869521487078,0.22822071381831766,0.8906338911689202,0.33376765200553005,0.35515159595683643,8.415540832700596,9.41337278137659
22.0,0.10297477899485574,0.28127783659872785,0.04751120536289766,0.4739354564938051,0.6110321725996255,0.5045090051123617,0.08954385520793429,0.2860250167679861,3.66181472677365,1.4321306799539357
23.0,0.05161865297025603,0.5333145610543514,0.6325934625716451,0.720010536559731,0.1868360982387962,1.4407071986463282,0.3832899166948913,0.36252846748718265,6.834288943801214,4.981021241300177
