Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_stage_0,Synthetic_v_stage_1,Group,ParticipantID
1.5808880734090693,0.26386567690275303,0.6847086363827273,5.501998201661337,3.0311423043266013,0.5074843764386359,1.7004355077005262,0.3497451676276963,2.1225316973411,1.7674757131227954,HC,1
1.5180375219759015,0.32460059716580286,0.5499300998726515,4.39706654408703,3.001733517511588,0.5056181922827375,1.556674468694694,0.3369089803444931,1.5635149200981668,2.019972289604709,HC,2
1.4691483414362791,0.30047247736959665,0.6100459952868753,5.51287477390332,3.167679820714315,0.4977150038388978,1.5133676295089373,0.30316072175775455,1.9734068436279717,2.2644027568997322,HC,3
1.213164257104538,0.2579551143566966,0.6958582177707427,5.286826672126982,3.189192501757648,0.557909342637026,1.1972467422457789,0.34317406207601797,1.7667071701737518,1.8034522059895708,HC,4
1.655436416364105,0.26532852137652346,0.6318552727671947,5.713664693468418,2.80512193555227,0.4705459924358343,1.6008042851972957,0.3268896494060661,2.0683450442646936,1.6837263989618194,HC,5
1.7415306034485092,0.3186748479236364,0.4585881055337502,4.550106253454565,2.6819897216783777,0.46111511907184066,1.5384078579195781,0.2785430357768563,2.2449894028655906,2.2217475851331856,HC,6
1.511137602315508,0.26840319079481967,0.5999632196955023,5.203379862875082,3.3487372160870996,0.4767852948827662,1.5119582942625414,0.2700978068608367,1.907803525384938,2.233667633270082,HC,7
1.7394305218963522,0.28965077638787196,0.5841516634266979,4.6196689172493866,2.5411206061876,0.5186380241194144,1.570903547559019,0.31813341241538273,2.0052263959061234,2.1058422608528278,HC,8
1.5248072849945484,0.3373337718608679,0.622474566717354,5.725667557880269,3.32170856116947,0.5179508271937121,1.3136549232499715,0.3155181693290979,2.0641523961311194,2.3837239052802217,HC,9
1.6113512360633233,0.26606186375126184,0.5524281759180215,5.48196846185446,2.9420663213098357,0.43985549940143365,1.573614207225239,0.31480947711430535,1.9762916499781642,2.172319247468344,HC,10
1.4843649111883748,0.3559444602873897,0.5341494118412015,5.453961043456413,3.2972958513101247,0.5633433282199091,1.4812118641647976,0.2876101698572211,2.348135012807104,2.1093138205320754,HC,11
1.4122297080346964,0.32497055446312895,0.6952249513163338,5.3331905280629055,2.782205983394263,0.5489712492979975,1.2693697738176781,0.3233045785299238,2.195665508520565,1.955606220057879,HC,12
1.541568975084173,0.30450840921220385,0.5678522602791602,4.571199839898548,2.9163955957021597,0.46889939228303695,1.7270761122794218,0.25934185607107096,2.359842362188499,1.9529178083926566,HC,13
1.3843442230007674,0.28367262267679416,0.5375422291605727,3.9839163381301628,3.24479674614365,0.4923176337529287,1.3742324564051245,0.26082501139704445,1.8874341911128831,1.7497001192919874,HC,14
1.6947857432660967,0.24311166208726823,0.542507231053663,4.55848913481657,3.1425532178307485,0.5126887403755501,1.4782810328285103,0.29483325033488567,2.0796143575761508,1.8409122130516027,HC,15
1.5725497100047403,0.26031712740702645,0.632418330976213,4.746371398656165,3.338513562670938,0.43883247142036336,1.4319745321629482,0.2753728388568965,2.1880437810236986,1.7177413066322216,HC,16
1.6326221692673049,0.3138965166862977,0.6339583923259555,4.655920346387021,3.1426021551844268,0.5875360902424481,1.396303719242616,0.3075956864435208,1.947383749412504,1.7799307207708615,HC,17
1.3762758609065522,0.31574552835750214,0.5972770465982135,3.773540068599731,3.1596864539164558,0.4841205336084937,1.6376620667811008,0.2806909749929392,2.4613854547942347,1.8102501495981789,HC,18
1.6149339286031132,0.2677362055039003,0.6116973368873948,4.426244971162895,3.376454626053589,0.49894480903017624,1.7242153773792956,0.2970814246409518,1.6751282073668226,1.831376533981432,HC,19
1.4411746537028676,0.34144498246754384,0.7637677281267057,4.942921465998539,3.0954050582848383,0.5625056113109357,1.3288037517215008,0.2905319037179481,2.1339185391823405,2.070626650895063,HC,20
1.4873516200956016,0.27067797869931604,0.6062513985523571,5.356438649728011,2.7844737129293695,0.5037238547461522,1.8134611375574234,0.3143200997907062,2.118624713275202,1.7927622867216197,HC,21
1.417368652559461,0.2904760148822585,0.5496793555335279,4.395449770679241,2.530267546525847,0.4896060081098713,1.6249228115282566,0.3185034169074193,2.135256302127175,2.182417371630205,HC,22
1.3711765273886694,0.279501878447588,0.5858648608831959,4.55437118054407,3.074901304462059,0.4668422084352079,1.6670929112821211,0.2736644537241345,2.1125083567049807,2.3357520798988065,HC,23
1.3177161872803305,0.28346030566665953,0.5539104914175521,4.4698630905873475,3.078206544273064,0.5250159759743335,1.3900788844170846,0.2846255212345711,2.0484821504852397,2.062792348591074,HC,24
1.3332940601538268,0.36904903508342557,0.5859935370701276,5.044059852230993,2.81157929620236,0.4870652281951155,1.3643567041884714,0.348847161240534,1.6305624978236266,1.963010127105757,HC,25
1.5991671695209013,0.2520835726722673,0.6276609578245911,5.658253201354375,3.088910901533978,0.5000003756110624,1.4948683799861087,0.29155502038347947,2.1160355289425192,1.8272946806963906,HC,26
1.549021959296629,0.2898442282457525,0.5651026289840952,4.421812203852922,3.2023584658018205,0.47046773106157475,1.6616279973300891,0.29915863743233034,1.9993815524084886,1.780425458153736,HC,27
1.3499826420079974,0.31640994688936375,0.5942287384056593,5.029371215305541,3.195304351692493,0.5260922418223665,1.4466251544346813,0.38683158574880727,2.6270094680175813,2.088062621823445,HC,28
1.2841208461433893,0.27319169575981805,0.6349043573381731,4.711696556689561,2.9754893194772003,0.40016272305409767,1.5654272273851297,0.3362532781254458,1.7571253273047116,1.9312999948799319,HC,29
1.446146908917074,0.22545313774335102,0.5714609953645657,4.7154177221272295,2.5819329099083013,0.4562729739655253,1.5370279906628508,0.3102416714122612,2.064973710447657,1.8848095607692856,HC,30
1.3762643220752442,0.30436163926351045,0.576411470486419,5.518208505292901,3.349292594137092,0.4763693436874074,1.254976956201411,0.3055007928940692,1.8662209000748693,2.164459414063779,HC,31
1.605014927659555,0.26848171922465774,0.6628938335616853,5.696138670129406,3.1158671648696368,0.5305073018325234,1.4218607932220575,0.27422518805495866,2.2509773742851324,2.048221823409431,HC,32
1.4862487200548917,0.29793224941509655,0.6451656879184109,4.892174366895455,2.850471629674356,0.484762819709427,1.475625419846495,0.28540585943795344,2.0176564621330577,1.9016802746246892,HC,33
1.4317608236066741,0.35959617593181437,0.6004356290391509,5.853993090459402,2.698570617617908,0.5377408367140547,1.5016977010687458,0.3507303005495479,1.906962730574488,2.35846459787057,HC,34
1.4117030852252468,0.30022882344638585,0.53063484400767,4.982724424189374,2.9379530689085285,0.4445307088641652,1.2231005171783045,0.326892208270475,2.0990275156433724,1.8607322965729365,HC,35
1.4839809545295921,0.27824388463008703,0.5917155206192347,5.125021344374351,3.105934697121034,0.47495115631919843,1.4685293434519227,0.31548350653399937,1.8681347098006589,1.8888885769085182,HC,36
1.5122775312896002,0.31484286745782014,0.5745630149255924,5.3982653993265455,2.9789807652011806,0.46636287348479183,1.5141623110869304,0.256299291179158,1.6328201917418281,2.067805025922114,HC,37
1.2335514990349208,0.27594158750395015,0.6599202353339632,5.165847032130724,2.745009939581157,0.4992504785669035,1.2849156407875502,0.26582429057773116,1.9664363806858904,2.1174899102853186,HC,38
1.4949405718499025,0.2974711719868312,0.560979340183779,5.0372591212650555,3.2388053446421505,0.5551874011730779,1.5514160116531273,0.30365934566821945,2.071034535560748,2.1050720416018076,HC,39
1.427733543890141,0.2889266425213053,0.5601933015586398,4.685600286764969,3.5649088608968587,0.5392468861147629,1.3972890441489583,0.30126950337723135,2.061497840530051,1.9820083134957476,HC,40
0.7228996484871574,0.6867917185433126,0.26434726184903523,5.434170190580098,1.206484434761337,0.6430569736572648,1.4757743828176546,0.24448502601656952,2.0549945138881007,2.1456929213140317,PS,41
0.7575951236508264,0.6178714756804011,0.22503317175867776,4.734302229281887,1.039511809184195,0.7647704822447497,1.5291469780861517,0.29858287264497835,1.9621542603912536,1.9514223228227365,PS,42
0.862804998251902,0.5374948317068662,0.3279675938176604,5.349794447440293,1.3236905197275177,0.6756444332100768,1.6622228880765306,0.3300235777732339,2.0899195383827913,2.2245739491590752,PS,43
0.7646958685053894,0.5956111264821798,0.34042798738886787,6.008695190109904,1.002403826210567,0.765593040582481,1.311282612069788,0.3063087450435094,1.882420379499721,2.0411378081435623,PS,44
0.7761409080483098,0.6236444071044179,0.3194923407187635,4.825922092186944,1.2802276075214574,0.6798697061446978,1.6027229185262937,0.33532363181670916,2.0330170167560437,2.0466225272733376,PS,45
0.6557822359660375,0.5536865713041687,0.28132030264633057,4.924670192930811,1.0319972535723876,0.608925374486976,1.488433956469889,0.3062347580193898,2.197239185654659,2.2865512853244288,PS,46
0.842260679961223,0.577936081510561,0.3207516257810849,4.600826625867567,1.2256581272697558,0.8252983150677797,1.721036089826353,0.29092843793204537,2.1940727408938443,1.9224165958947932,PS,47
