Synthetic_participant_ID,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
1.0,1.8542283638068473,0.30127620934229743,0.4789633936695072,0.25627158775181824,3.667836906900084,20.048669662524052,6.813597548913063,4.335696499995442,0.2794288961376425
2.0,3.194481233112124,0.7440918645646161,0.5818949421760368,0.18442993120257045,7.842621432175138,12.554904526175271,5.417990727827313,2.387189777961085,0.4804759352272217
3.0,3.3593628407906695,0.7830921287768109,0.7350785679390901,0.7900212767712297,17.130262858112193,28.921084000172453,6.065443482504676,3.019738705398407,0.39157864224477135
4.0,2.724816736468076,0.04676911965482489,0.12109177891074803,0.11721795081548857,19.65603861674207,5.2599777531401495,3.411468232515472,0.22155827916552295,0.3402406160699064
5.0,3.8568972993971764,0.45822546226473093,0.13596706662428876,0.47070767856101786,28.30528151733242,25.97058042019002,3.9206586893038686,1.4193375798670131,0.6570379176156451
6.0,0.9619372992123512,0.22880911919161714,0.07567771876193655,0.7777296852876242,13.436967468608396,16.853587818299207,7.367109576935199,3.9824443356559778,0.46850488339418833
7.0,0.7365102247031934,0.7458595663754716,0.027898163845430236,0.8520554426471572,17.30933539432505,26.26166215352061,6.085654369735587,1.2582979207616185,0.3776779540975427
8.0,2.131690236126613,0.8658703915623842,0.16604604404115988,0.45890854032879813,10.313643103105331,23.09176034871557,8.02866486432424,2.122799551511083,0.3224734999966015
9.0,0.2683578413154213,0.17878343797850535,0.245160765116444,0.5389100261182894,26.192504918233066,3.8469281653645893,9.581887417148959,3.4158542192707326,0.6451785414070281
10.0,3.9315231436839624,0.37449069535632784,0.4784251193063116,0.6112916551761467,15.38625427769974,8.973370339825067,1.0538467273003926,1.4246607286107238,0.6613117089726548
11.0,2.5631308178073846,0.7211976328828733,0.465408478773384,0.20889001966170154,18.83885780945708,9.120164700669095,0.29528744942020957,4.516655884084378,0.4522217412816711
12.0,1.7045231216988488,0.6671265617986731,0.8536125638752143,0.06526397524091702,5.181032643968248,9.67072467398132,2.4842424633019897,2.477474906805965,0.6946757664786102
13.0,3.4158896597687036,0.5362469478528314,0.21615636044796,0.16784341944541675,22.30171537206117,7.116421729306429,5.394908909265497,3.746403935635959,0.3369494627692316
14.0,0.6980047502909761,0.035762117918266126,0.1328119539299528,0.7662950162522917,3.1390773523487567,6.709351365819534,0.3275719974597713,3.3817831772563927,0.3390218848788318
15.0,1.6543668712070572,0.1253710541913541,0.33949555885035587,0.3819937196156538,14.188948555800392,12.685254391158393,1.0275656387416432,3.86290133315772,0.28232360209394686
16.0,1.697169497303248,0.24476050120750156,0.2709071487719157,0.6051786953277892,15.533601714402435,5.7026115143982175,4.691344398333771,1.6977043439815176,0.6226983189488757
17.0,0.904380809730196,0.7604893236225108,0.47360669840246733,0.45055761563078023,7.610574206630405,5.58467009209992,4.718190627375968,4.909122089126287,0.2797437425970963
18.0,1.1338497297122285,0.7205770568551104,0.5982992086596794,0.25088256782409335,9.439428203253355,12.598447632057873,6.027867622422961,3.5966938361053775,0.7143802000707384
19.0,2.724445881833639,0.2132838580245285,0.833148481802634,0.7030758606081895,9.221444412835329,9.148969249261896,8.811683184289047,0.6303924019859924,0.5800765005414354
20.0,1.1108509298936968,0.7444802926253756,0.32807110280029944,0.6600294850219507,5.772536712412164,14.443376926222182,8.035946264310272,1.9849410583618698,0.29694442391365394
21.0,2.5959288905945894,0.6779932253049531,0.2521733718357843,0.40622567510916147,27.01346737158196,26.159568935727552,7.071876097841823,2.9545029974520336,0.6904293622382754
22.0,3.630578584399356,0.0022568037011308387,0.3575049896103856,0.5052687153466334,22.0176940885463,2.6241828655513055,3.9975498768086446,1.3981058972492444,0.4541060318631098
23.0,1.9919145306931534,0.594013701173446,0.4466125250732513,0.5584213805446715,17.47319585667668,12.849971941165691,0.04976364711265391,0.9725820692980092,0.3921239925717733
24.0,0.5879125034197252,0.5387974934457921,0.5503495289936421,0.4500839336372366,9.625467048025936,19.59774156073363,1.9028348267904371,0.029404907223141152,0.640965211210377
25.0,1.7740153676157404,0.6280574904448636,0.1665390146732784,0.05635782178552393,11.343257603490638,20.87989531336482,1.0281836745431583,0.9791711683749621,0.472371590243912
26.0,2.4845967587745843,0.6751118232620865,0.09876151915709094,0.562161246440077,11.620815664334424,20.10271106243421,2.0356037766190163,2.6395939876536554,0.30329753297355966
27.0,0.07472402398550138,0.4382552217815614,0.16575999890480378,0.5745089970030488,16.097244580212987,23.24836139993237,3.929599026342032,4.947260654181265,0.5091288176972443
28.0,1.915293604741887,0.6744982236769527,0.515419463963174,0.3262187855700229,14.677343563804264,5.674151248165494,3.9358341429686194,0.14980876262024267,0.4775174362053218
29.0,1.0978964512142833,0.47404427432275414,0.026344909262801277,0.49957808986995705,8.789936508850717,17.324720430406423,7.327698532613667,2.201689133982189,0.5978940937291795
30.0,0.9556398194808482,0.898739179727832,0.2185906694577908,0.8467455729433723,6.516592511730538,14.926931538152024,8.211769648927358,3.582940233973671,0.6233482472724015
31.0,1.7617622399028718,0.6787575229096434,0.827958219313373,0.3972165707842541,15.838964524641025,1.9810675204991202,3.907730736706927,2.3361928316662297,0.7370826264821442
32.0,0.4422297610217649,0.6580238428790699,0.4909240516938475,0.5458818874648891,0.8934883238868085,4.402421392823387,2.8398322546618515,0.024360239768030367,0.6014946786782822
33.0,3.481031795690393,0.4922714783441168,0.48884764276728343,0.5541533357517336,9.065445012474125,11.00195944982825,5.749397272777665,4.046082918586722,0.32095798064490266
34.0,1.3100962233931566,0.6686291253507274,0.3068282242191079,0.04284983583589953,4.6907078602875485,5.815945789786404,4.951123625611782,3.175624805456691,0.72813198633115
35.0,3.6101462256889802,0.2764446916365855,0.6780420658130272,0.2541852275030753,11.057306092958278,8.781796862793906,4.136907361991014,1.073578478341903,0.39139160388211347
36.0,0.48767925556035063,0.8667164156359811,0.45358470845890453,0.8307906143297975,22.384804223202632,13.731158630412576,7.546222253081317,3.1401153930346295,0.38225506049112123
37.0,2.0866372536530875,0.6410809760826863,0.27478217830347607,0.011270553197825939,8.04788487407809,23.902364267702524,9.299930889635013,3.1266557745162755,0.27968449074824664
38.0,3.030281436989685,0.4742148114426096,0.6784821644590917,0.7727505327630113,28.426246533054726,19.636126038684946,8.542582098426465,3.712940288482734,0.6362607130422062
39.0,3.435163025067859,0.8307027366782989,0.8118684013723602,0.35617523540866264,2.520638393961756,24.88721155374447,5.389315533076343,2.710380773695615,0.6951051983398518
40.0,0.12793673750309553,0.7901643768526411,0.03117060120394829,0.6238751025405492,17.624534380512273,19.2524754250079,3.7408018773825615,1.3773101332505204,0.5056451488632574
