Synthetic_participant_ID,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_vps,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_stage_0,Synthetic_v_stage_1
1.0,0.8063865376326844,0.29477165026346025,0.6686291253507274,0.3068282242191079,0.47610928706555034,0.7817846433812581,0.31631891579572813,2.131915741476359,0.6351249610913382,8.80219977218583,9.02536556422245
2.0,1.22864307394038,0.6780420658130272,0.2541852275030753,0.33171918278874835,2.927265620931302,2.068453680995507,0.32882941740102833,1.4802482239396995,0.12191981389008766,9.630182395955346,5.039830093987828
3.0,3.6924027303546554,0.671544126696079,0.4119347589123773,0.6791600027773186,6.280230786069259,1.5187921707593433,0.5129955880479632,2.935555123895488,0.30531353144830675,0.12522836886473265,2.6826282913593635
4.0,3.1869819023603365,0.8369937800671512,0.5627980394129296,0.11952673612236993,7.575703592474213,2.6345267302367197,0.6523214429727279,3.4768633013590464,0.9475415511018243,6.545375346228315,8.542582098426465
5.0,2.970352230786187,0.6543910695633092,0.7729116806402683,0.8307027366782989,9.020760015248445,1.9787513078259034,0.25041276787923517,3.3694227582951517,0.5389315533076343,5.42076154739123,8.251753305664195
6.0,0.12793673750309553,0.7901643768526411,0.03117060120394829,0.6238751025405492,5.874844793504091,3.2087459041679836,0.42444811264295373,1.3192094986053853,0.5094085814387623,8.858231171497215,5.652896703655683
7.0,2.652595565857267,0.39724130785815076,0.874925178409307,0.6682702071165388,3.549025108507734,3.267655163318297,0.5255698471230323,3.5710079858011383,0.2750540510654117,1.0806748517233733,1.9127205174117012
8.0,1.5481849304203434,0.7686538154408831,0.24376042245232493,0.5637229228878153,6.235518010455583,2.0402356767396435,0.23020107779567106,3.055885330220223,0.29572553442388116,3.9845819654904013,3.772395675305095
9.0,2.6544105266843743,0.07769995813364765,0.49490092842478306,0.013879640108930258,9.830389835394168,2.992136111940074,0.430468536797736,0.842967343691686,0.6968783264368051,9.058084167065523,3.181087523446168
10.0,3.065968578624919,0.2587482918370689,0.861502808136954,0.6320841793153267,6.250155931933211,4.6536736657507385,0.36142543235115115,3.7173782614608144,0.6780829341239825,7.7136250720146196,5.716353364349514
11.0,3.335618709996933,0.6284536193626764,0.1319478315992181,0.5512150157652674,2.7932033561633185,4.5793936153365005,0.3189393741260923,1.3571510328738206,0.04765470496967894,4.475791440506382,5.575878151711118
12.0,2.294244330308381,0.8148396419637057,0.3126725395205446,0.40277554163212975,8.512376625014975,2.8841465161601243,0.5923957609266403,1.3299295224589693,0.48747130162584906,6.209523875804722,1.3339403014523998
13.0,0.13163486637013788,0.10206990101774353,0.42971496870568776,0.02162406116772766,6.262089291372217,0.48791308988042237,0.3505769226297475,1.8780238996680083,0.11582674670624904,2.705519937974664,0.21079672835511265
14.0,3.9401822144418777,0.5504162473092695,0.34051845495172417,0.02387551599940424,3.8983874837498425,2.2627931319321712,0.7586019162587019,1.3304654358008097,0.6147818910832991,6.651683545821934,1.8596096979633892
15.0,2.0230533959457273,0.7078506865739413,0.08692113098557218,0.545431768352066,0.2605993268839324,0.03523361905037825,0.23571716428404282,2.081181698851435,0.9257041086902309,4.055573841390242,0.7503263933654081
16.0,3.445409897932115,0.46736782692339623,0.2870422820256817,0.8667291049062081,9.382617685023783,1.3000948597834616,0.3208351122282322,2.478962202232486,0.8425182098415589,3.3672108974505486,5.864294214642616
17.0,0.6489799979152311,0.17513436171432764,0.6852016943928861,0.13508861521684498,2.6590704104782747,3.447474315888347,0.20905358457978748,0.419119294313711,0.28752594002402865,3.3662318051229914,3.6221610553001113
18.0,3.2287623020540783,0.03238287089277771,0.3225557201627926,0.5744503199401418,1.4300410951832265,4.288693072557203,0.5873386449640597,0.7265856742761002,0.2080974099989472,7.454983307481646,4.034066283341728
19.0,1.937880243794027,0.7987095702654547,0.1236991946618078,0.8679355176475059,0.4262968179657989,0.49720128627442406,0.3339430585642661,3.284364804363902,0.4558728073695024,6.532511422613194,1.7432113751983724
20.0,0.666887731706113,0.46876350649841025,0.6662642717521995,0.41622701869352563,8.696140851211128,3.3020596733532015,0.34945405307115973,1.169138216967788,0.3740467168670696,7.566160562962172,9.379376643097823
21.0,3.4476239972753318,0.23544971341462959,0.3710510351807128,0.5503896895052893,5.468344558158083,1.9463747270448284,0.26085246612876606,2.9353057762698453,0.08813516392543386,8.660774293737196,8.634484403326345
22.0,2.833803166061491,0.4377821164269175,0.629231908871625,0.3554883540915886,7.974959842933487,3.932085411399239,0.29331715032417305,1.4759249362972118,0.34398317678599033,3.641702986535258,5.666455566878987
23.0,0.1667497700811511,0.5939727470675092,0.1814685831509709,0.37481630055579734,4.508926565007,1.7436338477382296,0.4299681860768076,0.9671324251367097,0.0681300573940744,5.512566489358516,5.958669456166511
